grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
257,100975,삶의윤리학,Ethics of Life,,11009,교필,General Education Required Course,2,수(1 ~ 2),Wed(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김헌중,김헌중,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
258,100975,삶의윤리학,Ethics of Life,,11007,교필,General Education Required Course,2,월(1 ~ 2),Mon(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김헌중,김헌중,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
259,100975,삶의윤리학,Ethics of Life,,11006,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이봉재,"Lee, Bong jae",어의관-610,Eoui Hall(040)-610,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
260,100975,삶의윤리학,Ethics of Life,,11005,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이봉재,"Lee, Bong jae",어의관-312,Eoui Hall(040)-312,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
261,100975,삶의윤리학,Ethics of Life,,11002,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,우상권,우상권,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
262,100975,삶의윤리학,Ethics of Life,,11004,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,우상권,우상권,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
263,100975,삶의윤리학,Ethics of Life,,11010,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김헌중,김헌중,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
264,100975,삶의윤리학,Ethics of Life,외국인 전용 영어강좌,11001,교필,General Education Required Course,2,화(1 ~ 2),Tue(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,우상권,우상권,어의관-111,Eoui Hall(040)-111,보기,Y,,"영어전용(M)   택1, 공통필수 윤리역량","Offered in English   택1, 공통필수 윤리역량"
265,100975,삶의윤리학,Ethics of Life,,11018,교필,General Education Required Course,2,금(8 ~ 9),Fri(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조명동,조명동,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
266,100975,삶의윤리학,Ethics of Life,,11012,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정지훈,정지훈,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
267,100975,삶의윤리학,Ethics of Life,,11019,교필,General Education Required Course,2,금(1 ~ 2),Fri(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강은아,강은아,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
268,100975,삶의윤리학,Ethics of Life,,11020,교필,General Education Required Course,2,금(3 ~ 4),Fri(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강은아,강은아,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
269,100975,삶의윤리학,Ethics of Life,,11014,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,정지훈,정지훈,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
270,100975,삶의윤리학,Ethics of Life,,11008,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김헌중,김헌중,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
271,100975,삶의윤리학,Ethics of Life,,11015,교필,General Education Required Course,2,금(1 ~ 2),Fri(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조명동,조명동,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
272,100975,삶의윤리학,Ethics of Life,,11016,교필,General Education Required Course,2,금(3 ~ 4),Fri(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조명동,조명동,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
273,100975,삶의윤리학,Ethics of Life,,11022,교필,General Education Required Course,2,금(8 ~ 9),Fri(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강은아,강은아,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
274,100975,삶의윤리학,Ethics of Life,,11023,교필,General Education Required Course,2,목(1 ~ 2),Thu(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이선희,이선희,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
275,100975,삶의윤리학,Ethics of Life,,11024,교필,General Education Required Course,2,목(3 ~ 4),Thu(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이선희,이선희,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
276,100975,삶의윤리학,Ethics of Life,,11017,교필,General Education Required Course,2,금(6 ~ 7),Fri(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조명동,조명동,어의관-111,Eoui Hall(040)-111,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
277,100975,삶의윤리학,Ethics of Life,,11021,교필,General Education Required Course,2,금(6 ~ 7),Fri(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강은아,강은아,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
278,100977,인간과공동체,Humans and Community,,11004,교필,General Education Required Course,2,목(8 ~ 9),Thu(8 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김슬기,김슬기,어의관-309,Eoui Hall(040)-309,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
279,100977,인간과공동체,Humans and Community,,11003,교필,General Education Required Course,2,목(6 ~ 7),Thu(6 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김슬기,김슬기,어의관-309,Eoui Hall(040)-309,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
280,100977,인간과공동체,Humans and Community,,11001,교필,General Education Required Course,2,목(1 ~ 2),Thu(1 ~ 2),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김슬기,김슬기,어의관-309,Eoui Hall(040)-309,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
281,100977,인간과공동체,Humans and Community,,11002,교필,General Education Required Course,2,목(3 ~ 4),Thu(3 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김슬기,김슬기,어의관-309,Eoui Hall(040)-309,보기,N,,"택1, 공통필수 윤리역량","택1, 공통필수 윤리역량"
282,100978,창의적사고,Creative Thinking,,11002,교필,General Education Required Course,2,화(5 ~ 6),Tue(5 ~ 6),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,유혜종,"Yoo, Hye Jong",어의관-316,Eoui Hall(040)-316,보기,N,,공통필수,공통필수
283,100978,창의적사고,Creative Thinking,외국인 전용 영어강좌,11001,교필,General Education Required Course,2,월(5 ~ 6),Mon(5 ~ 6),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,유혜종,"Yoo, Hye Jong",어의관-316,Eoui Hall(040)-316,보기,Y,,영어전용(M)   공통필수,Offered in English   공통필수
284,100978,창의적사고,Creative Thinking,,11007,교필,General Education Required Course,2,화(1 ~ 2),Tue(1 ~ 2),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,이진실,이진실,어의관-309,Eoui Hall(040)-309,보기,N,,공통필수,공통필수
285,100978,창의적사고,Creative Thinking,,11003,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,유혜종,"Yoo, Hye Jong",어의관-316,Eoui Hall(040)-316,보기,N,,공통필수,공통필수
286,100978,창의적사고,Creative Thinking,,11018,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,장봄,장봄,어의관-303,Eoui Hall(040)-303,보기,N,,공통필수,공통필수
287,100978,창의적사고,Creative Thinking,,11006,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김소연,김소연,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
288,100978,창의적사고,Creative Thinking,,11008,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,이진실,이진실,어의관-309,Eoui Hall(040)-309,보기,N,,공통필수,공통필수
289,100978,창의적사고,Creative Thinking,,11009,교필,General Education Required Course,2,월(1 ~ 2),Mon(1 ~ 2),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,이진실,이진실,어의관-309,Eoui Hall(040)-309,보기,N,,공통필수,공통필수
290,100978,창의적사고,Creative Thinking,,11030,교필,General Education Required Course,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,성찬경,성찬경,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
291,100978,창의적사고,Creative Thinking,,11029,교필,General Education Required Course,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,성찬경,성찬경,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
292,100978,창의적사고,Creative Thinking,,11028,교필,General Education Required Course,2,화(3 ~ 4),Tue(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,성찬경,성찬경,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
293,100978,창의적사고,Creative Thinking,,11010,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,박상준,Park Sang Jun,어의관-303,Eoui Hall(040)-303,보기,N,,공통필수,공통필수
294,100978,창의적사고,Creative Thinking,,11011,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,박상준,Park Sang Jun,어의관-303,Eoui Hall(040)-303,보기,N,,공통필수,공통필수
295,100978,창의적사고,Creative Thinking,,11012,교필,General Education Required Course,2,월(8 ~ 9),Mon(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,박상준,Park Sang Jun,어의관-303,Eoui Hall(040)-303,보기,N,,공통필수,공통필수
296,100978,창의적사고,Creative Thinking,,11013,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김영범,김영범,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
297,100978,창의적사고,Creative Thinking,,11014,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김영범,김영범,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
298,100978,창의적사고,Creative Thinking,,11015,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김영범,김영범,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
299,100978,창의적사고,Creative Thinking,,11016,교필,General Education Required Course,2,수(1 ~ 2),Wed(1 ~ 2),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,장봄,장봄,어의관-303,Eoui Hall(040)-303,보기,N,,공통필수,공통필수
300,100978,창의적사고,Creative Thinking,,11017,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,장봄,장봄,어의관-303,Eoui Hall(040)-303,보기,N,,공통필수,공통필수
301,100978,창의적사고,Creative Thinking,,11005,교필,General Education Required Course,2,월(6 ~ 7),Mon(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김소연,김소연,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
302,100978,창의적사고,Creative Thinking,,11019,교필,General Education Required Course,2,수(3 ~ 4),Wed(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,황연주,황연주,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
303,100978,창의적사고,Creative Thinking,,11023,교필,General Education Required Course,2,목(6 ~ 7),Thu(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,안은희,An eun hui,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
304,100978,창의적사고,Creative Thinking,,11020,교필,General Education Required Course,2,수(6 ~ 7),Wed(6 ~ 7),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,황연주,황연주,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
305,100978,창의적사고,Creative Thinking,,11021,교필,General Education Required Course,2,수(8 ~ 9),Wed(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,황연주,황연주,어의관-302,Eoui Hall(040)-302,보기,N,,공통필수,공통필수
306,100978,창의적사고,Creative Thinking,,11022,교필,General Education Required Course,2,목(3 ~ 4),Thu(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,안은희,An eun hui,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
307,100978,창의적사고,Creative Thinking,,11004,교필,General Education Required Course,2,월(3 ~ 4),Mon(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김소연,김소연,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
308,100978,창의적사고,Creative Thinking,,11024,교필,General Education Required Course,2,목(8 ~ 9),Thu(8 ~ 9),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,안은희,An eun hui,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
309,100978,창의적사고,Creative Thinking,,11025,교필,General Education Required Course,2,목(1 ~ 2),Thu(1 ~ 2),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김정민,김정민,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
310,100978,창의적사고,Creative Thinking,,11026,교필,General Education Required Course,2,금(1 ~ 2),Fri(1 ~ 2),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김정민,김정민,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
311,100978,창의적사고,Creative Thinking,,11027,교필,General Education Required Course,2,금(3 ~ 4),Fri(3 ~ 4),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,김정민,김정민,어의관-304,Eoui Hall(040)-304,보기,N,,공통필수,공통필수
312,100980,기초회화,Basic painting,,31001,교선,General Education Elective,2,금(2 ~ 4),Fri(2 ~ 4),25,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,임선구,임선구,다빈치관-405,Davinci Hall(039)-405,보기,N,,,
313,100982,통계패키지활용자료분석,Data Analysis with Statistical Package,,31001,교선,General Education Elective,3,목(6 ~ 8),Thu(6 ~ 8),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,"김태수, 김성기","KIM, TAE SOO",어의관-315,Eoui Hall(040)-315,보기,N,,,
314,100983,별과우주,Stars and Universe,,31001,교선,General Education Elective,3,화(11 ~ 13),Tue(11 ~ 13),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,조인용,조인용,어의관-412,Eoui Hall(040)-412,보기,N,,,
315,100984,현대물리학의이해,Introduction to Modern Physics,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김철,"Kim, Chul",어의관-204,Eoui Hall(040)-204,보기,N,,,
316,100986,문명과철학,Civilization and Philosophy,,31001,교선,General Education Elective,3,목(5 ~ 7),Thu(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고병권,고병권,어의관-202,Eoui Hall(040)-202,보기,N,,,
317,100987,실전한국사,Practice of Korean History,,31001,교선,General Education Elective,3,금(4 ~ 6),Fri(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김정신,김정신,어의관-312,Eoui Hall(040)-312,보기,N,,,
318,100988,한국고중세사산책,Understanding of Ancient-Middle Ages Korean History,,31001,교선,General Education Elective,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이정훈,이정훈,어의관-102,Eoui Hall(040)-102,보기,N,,,
319,100989,세계지역사특강,Topics in Regional Studies,,31001,교선,General Education Elective,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김지혜,김지혜,어의관-101,Eoui Hall(040)-101,보기,N,,,
320,100989,세계지역사특강,Topics in Regional Studies,,31002,교선,General Education Elective,3,목(4 ~ 6),Thu(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이은정,이은정,어의관-105,Eoui Hall(040)-105,보기,N,,,
321,100990,갈등과분쟁의세계사,Conflicts and Wars in History,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,안민석,안민석,어의관-101,Eoui Hall(040)-101,보기,N,,,
322,100991,영화와세계사,Film and World History,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박용진,박용진,어의관-105,Eoui Hall(040)-105,보기,N,,,
323,100997,성.사랑.결혼,"Sexuality, Love and Marriage",미래융합대학 전용강좌,31002,교선,General Education Elective,3,월(11 ~ 13),Mon(11 ~ 13),120,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,장재숙,장재숙,어의관-204,Eoui Hall(040)-204,보기,N,,,
324,100997,성.사랑.결혼,"Sexuality, Love and Marriage",,31001,교선,General Education Elective,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,장재숙,장재숙,어의관-204,Eoui Hall(040)-204,보기,N,,,
325,100998,대중음악의이해,Understanding of Popular Music,미래융합대학 전용강좌,31002,교선,General Education Elective,3,화(11 ~ 13),Tue(11 ~ 13),120,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,양재영,양재영,어의관-212,Eoui Hall(040)-212,보기,N,,,
326,100998,대중음악의이해,Understanding of Popular Music,,31001,교선,General Education Elective,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,양재영,양재영,어의관-212,Eoui Hall(040)-212,보기,N,,,
327,100999,종교와문화,Religion and Culture,,31001,교선,General Education Elective,3,금(5 ~ 7),Fri(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,심일종,심일종,어의관-302,Eoui Hall(040)-302,보기,N,,,
328,101002,"피, 땀, 눈물","Blood, Sweat, and Tears",,31001,교선,General Education Elective,3,금(6 ~ 8),Fri(6 ~ 8),40,교양대학,College of Liberal Arts,융합교양학부,School of Convergence,"최문성, 최형섭, 김승겸","Choi, Hyungsub",어의관-405,Eoui Hall(040)-405,보기,N,,,
329,101008,철학적책읽기,Philosophicaly,,31001,교선,General Education Elective,3,목(1 ~ 3),Thu(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고병권,고병권,어의관-202,Eoui Hall(040)-202,보기,N,,,
330,101014,인권의이해,Understanding Human Rights,,31001,교선,General Education Elective,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김성윤,Sung-Yoon Kim,어의관-210,Eoui Hall(040)-210,보기,N,,,
331,101015,금융의이해,Understanding Finance,,31001,교선,General Education Elective,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,손종억,Jongeok Son,어의관-211,Eoui Hall(040)-211,보기,N,,,
332,101018,과학기술과문명,"Science, Technology, and Civilization",,31004,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고원태,고원태,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
333,101018,과학기술과문명,"Science, Technology, and Civilization",,31001,교필,General Education Required Course,3,화(1 ~ 3),Tue(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,오승현,오승현,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제2영역","택1, 제2영역"
334,101018,과학기술과문명,"Science, Technology, and Civilization",,31002,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,오승현,오승현,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제2영역","택1, 제2영역"
335,101018,과학기술과문명,"Science, Technology, and Civilization",,31007,교필,General Education Required Course,3,금(7 ~ 9),Fri(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강기천,강기천,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
336,101018,과학기술과문명,"Science, Technology, and Civilization",,31006,교필,General Education Required Course,3,금(1 ~ 3),Fri(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강기천,강기천,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
337,101018,과학기술과문명,"Science, Technology, and Civilization",,31005,교필,General Education Required Course,3,월(7 ~ 9),Mon(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,고원태,고원태,어의관-105,Eoui Hall(040)-105,보기,N,,"택1, 제2영역","택1, 제2영역"
338,101018,과학기술과문명,"Science, Technology, and Civilization",,31003,교필,General Education Required Course,3,수(7 ~ 9),Wed(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,오승현,오승현,어의관-301,Eoui Hall(040)-301,보기,N,,"택1, 제2영역","택1, 제2영역"
339,101019,과학기술과사회,"Science, Technology, and Society",,31008,교필,General Education Required Course,3,목(2 ~ 4),Thu(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,신현우,신현우,어의관-212,Eoui Hall(040)-212,보기,N,,"택1, 제3영역","택1, 제3영역"
340,101019,과학기술과사회,"Science, Technology, and Society",,31003,교필,General Education Required Course,3,월(4 ~ 6),Mon(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김희윤,김희윤,어의관-101,Eoui Hall(040)-101,보기,N,,"택1, 제3영역","택1, 제3영역"
341,101019,과학기술과사회,"Science, Technology, and Society",,31004,교필,General Education Required Course,3,금(2 ~ 4),Fri(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김연철,Yeunchul Kim,어의관-610,Eoui Hall(040)-610,보기,N,,"택1, 제3영역","택1, 제3영역"
342,101019,과학기술과사회,"Science, Technology, and Society",,31002,교필,General Education Required Course,3,월(1 ~ 3),Mon(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김희윤,김희윤,어의관-101,Eoui Hall(040)-101,보기,N,,"택1, 제3영역","택1, 제3영역"
343,101019,과학기술과사회,"Science, Technology, and Society",,31007,교필,General Education Required Course,3,수(4 ~ 6),Wed(4 ~ 6),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김명심,김명심,어의관-316,Eoui Hall(040)-316,보기,N,,"택1, 제3영역","택1, 제3영역"
344,101019,과학기술과사회,"Science, Technology, and Society",,31006,교필,General Education Required Course,3,수(1 ~ 3),Wed(1 ~ 3),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김명심,김명심,어의관-316,Eoui Hall(040)-316,보기,N,,"택1, 제3영역","택1, 제3영역"
345,101019,과학기술과사회,"Science, Technology, and Society",,31001,교필,General Education Required Course,3,화(7 ~ 9),Tue(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,이광석,"Lee, Kwang Suk",다빈치관-220,Davinci Hall(039)-220,보기,N,,"택1, 제3영역","택1, 제3영역"
346,101019,과학기술과사회,"Science, Technology, and Society",,31005,교필,General Education Required Course,3,금(6 ~ 8),Fri(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,김연철,Yeunchul Kim,어의관-610,Eoui Hall(040)-610,보기,N,,"택1, 제3영역","택1, 제3영역"
